text,score,title,comment_word_len
SCOTUS HAS NO AUTHORITY TO VIOLATE STATE’S RIGHTS TO SECURE IT’S BORDER!! FUCK THE FEDS AND FUCK JOE BIDEN!,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,19
"DEMOCRATS DENY removing Trumps border wall was a recipe for disaster, they can't DEFEND but they can sute as hell Blame their opposition! FTYT!",0,Republican ADMITS What Is Behind Killing Border Deal,24
Vladimir Putin wants us to fight each other over this.  He's getting his wish thanks to stupidity.  IF you want to fight each other I will sit here and laugh at you on the radio.😆😆😆😆😆😅😄😃,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,35
This TYT Channel is USELESS!,0,Republican ADMITS What Is Behind Killing Border Deal,5
( there's so many people with lots of hate!),0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,9
The Supreme Court are COWARDS ! WE ARE SUPPOSED TO SIT AND WAI T FOR THEM TO GET OFF OF THEIR FAT ASS! MOVE ASAP FOR OUR COUNTRY YOU MORONIC IDIOTS!,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,31
You’re just an idiot like your leaders!,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,7
bideon owes me hella money and recently had a person who owes ne even more money so fhj lk then peole there job is. ]rotect us they have failed therefor we dont need there help or participatikn,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,37
😊 okay 👌  you got answers to your vote issue now you want open your mouth Go swb,0,Republican ADMITS What Is Behind Killing Border Deal,18
You used the word fix What a moron you are,1,Republican ADMITS What Is Behind Killing Border Deal,10
"The Young Turds are nothing more than democrat party propaganda! The Young Turds support and are behind the border invasion! The Young Turds are commies! The Young Turds hate America! The Young Turds SUCK! Hey TYT’s, GFY’s!",1,Republican ADMITS What Is Behind Killing Border Deal,37
Abbott should be removed and arrested for his crimes against our country.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,12
Holy shit Ben sucks,1,Republican ADMITS What Is Behind Killing Border Deal,4
Democracy needs us. A lot on the line. #voteblue,0,Republican ADMITS What Is Behind Killing Border Deal,9
WE SUPPORT TEXAS!!!! KEEP CRYING TYT!!!!!,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,6
Democrats Fake News idiots don’t even know what’s going on 😂,1,Republican ADMITS What Is Behind Killing Border Deal,11
Hawley is a pathetic excuse for a man.,0,Republican ADMITS What Is Behind Killing Border Deal,8
"Trump cares more about himself. What an idiot. Trump has given up his wealth for his country, unlike Biden, who has given up his country for his personal wealth. TEXANSUPPORTRUMP 2024!",1,Republican ADMITS What Is Behind Killing Border Deal,31
This is the dumbest channel I’ve ever seen.,1,Republican ADMITS What Is Behind Killing Border Deal,8
DEPORT ALIENS CLOSE BORDER THIS PROGRAMMING SUCKS toes,1,Republican ADMITS What Is Behind Killing Border Deal,8
"The mayors of New York, Chicago and Denver said a nonending flow of migrants arriving from the southern border has pushed their cities to the breaking point  WSJ  Can some open border leftist tell me what went wrong?",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,38
"Their not going to show 30 year old men, their going to show families. Rats, media is full of rats",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,20
"Governing?  What the hell is Ben talking about, there is no governing in the us congress, next you are going to tell me that the congress works for the american people, not he parties or wealthy donors.  lol.",0,Republican ADMITS What Is Behind Killing Border Deal,38
"Y'all are some really dumb people, and you are completely lying.",1,Republican ADMITS What Is Behind Killing Border Deal,11
Why can't the migrants use one of the two bridges over the Rio Grande from Piedras Negras to Eagle Pass / Del Rio?,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut,23
