text,score
"When a hostess refused to take my ‘difficult’ name, I worried about the Canada I love  He should come up with a better excuse to criticize Canada.",0.0
I think the players realize they screwed up when 65% of the country is against you. Sad thing is the unAmerican 35% who support this trash.,0.6060606061
"Too little, too late.  The same people that elected Trump are the ones who buy your tickets.  You have disrespected our country, flag, anthem, and veterans.  Now you want us back. Not gonna happen.",0.0
Just exactly what a good fascist would say. Kiss the boot Trump chumps.,0.5068493151
"Trudeau, you terrorist sympathizer....",0.641509434
No way am I uniting around that piece of garbage president.,0.8
I think the role oF Dita Beard in Watergate has never been fully discussed.,0.0
"The American people elected Clinton with a 3 million vote majority; the system elected Trump with Putin's help. How stupid are Trump supporters to believe this big, fat, orange buffoon should be President? Disgusting.",0.8909090909
"At least Trump is forthright with his agenda, others profess one thing and practice the opposite!",0.0
And you just know a majority (if not all?) of these geniuses are Trump supporters.  lol,0.0
Of course he's defending it. He doesn't even know why Canadians are upset. What does he know about Canada and the Canadians? We're just a bunch of hateful racists to him.,0.2931034483
That my friends is the origin of the word stiff,0.0
YES...take foreign influence on elections seriously --   Eliminate Israel's buying and selling of Congress.,0.1666666667
"What and not the high taxes you are implementing on us all, and the scandalous power rates your OntariOWE LIEbral brethren have forced on us....isn't making people angry?",0.0
"While it may ruffle some people's feathers, the judge is right.   If a drunk can be held responsible for their actions in other areas (such as uttering threats) then they can also be held responsible for consenting to things they might not otherwise.   Being plastered is not an excuse.",0.0
"Obama reportedly had gay sex cocaine romps in college, hung out with domestic terrorists, was carefully installed by powerful elite families and conned people into accepting their globalist agenda. But not a word from the fawning mainstream media.",0.7
Bernstein is a malignant adulterer.,0.6571428571
"Surely the teachers have something more useful to do, like teaching? Too much time in the staff room and union meetings can lead to nonsense like this.",0.5
"How much will it cost the average middle class voter to reconnect with Justin?  Will it be the standard $1500, or will I have to make a $200,000 donation to his foundation.",0.0
"Notice how these kooks with press credentials  Believe the people and President Trump are the problem, and it's their constitutional duty to  override the folder and the president and bring us down.  We are not the pets of the globalists; I will not wear a dog collar.",0.4
McCain is senile and should spend his remaining life enjoying life instead of being a bitter and senile old man.,0.5
"I watched the first game of the season and none since. Don't miss it, good riddance. You are nothing without fans. You have to earn respect. Catching a football doesn't cut it.",0.0
"Don't worry corporate elites, Trudeau still loves you when no-one is looking",0.0
"Is it just me, or does it seem like all Walker has done since elected is give a ton of money to the Alaska LNG Project, continue to give a away money to oil companies, and now wants to take a away money from the people? 1 term governor.",0.0
"What a hypocrite! It's his policies -- e.g., on the tar sands, on pipelines, on trade -- that enable the corporate elite and enrage the public, and it's his finance minister who told Canadians to get used to the so-called 'job churn' of short-term employment and career changes.",0.7
Don't bother Renzetti with pesky details.  Too hard to fathom.  Don't bother her with Liberal Irwin Cotler's complaint.  She and her husband have an agenda to flood Europe with refugees and Middle Eastern immigrants and change the West forever.,0.2
Poor Carl is carted into the set of the Clinton News Network to create more fake news.,0.0
"This guy is a asshole, he got famous for the Nixon impeachment, hasn't done one thing to make America great again since!",0.9166666667
People who sat quietly while  10's of thousands were massacred by terrorist regimes expect for us to listen to them now.,0.1666666667
"Carl, you are everything that is wrong with Journalism. A band of liberal political hacks pretending to be journalists. Geez, Carl, we see right through you people at this point. The jig is up.",0.2
It's the same thing Harper said in 2015. Quite all the hand wringing and foaming at the mouth.,0.0
Carl...  There is a powdered wig waiting for you in the Queens England.,0.1666666667
This is a serious misstep by the Trudeau regime.   Lolololol....madame madame madame...hahahaha!  You won't convince anyone...,0.0
How many existential threats are there at present!!??,0.0
Sounds very much like a mild to moderate case of schizophrenia.,0.0
I'm more worried about a malignant media.,0.1666666667
"Trudeau, you terrorist sympathizer....",0.6101694915
"FOX news is Farce news for suburban and rural moronic suckers, who actually believe a NYC real estate tycoon is some kind of revolutionary. You have to be extra dim to believe that.",0.6461538462
The Left gets more violent by the day. The mass shootings have been carried out and covered up by leftists. I had broken ribs 30 years ago and they still bother me.I feel for Rand and his family and hope proper justice is served on this thug.,0.7
Criticizing the President on foreign soil is a new low...even for the vile McCain,0.0
"Is the first time the Aga Khan has hosted Trudeau and party for a vacation like this? I haven't heard of it being a tradition between them which predates Trudeau's rise to Prime Minister. If this is the first time, then the bit about longstanding friendship is irrelevant.",0.0
Figures.... Would have to be DEAD before this would happen.   Would be My Luck.,0.0
You know what is worse than an American kneeling for 3 minutes during the national anthem? A confederate flag. What's worse than that? How about Neo-Nazis killing American citizens.,0.4
"Mr. Ritz can add this to his legacy. The other being the destruction of a grand Canadian institution, the Canadian Wheat Board.",0.0
"Carl Bernstein is calling on journalists to commit treason.  The Left have committed atrocities against the duly elected POTUS, the U.S. Constitution and the American people.  CARL BERNSTEIN IS A TRAITOR AND ENEMY OF THE U.S.",0.6
"Completely absurd, but I guess that's what they're aiming for to justify a unilateral attack against NK before they can pose a serious threat to any part of the US.",0.1666666667
Why would intelligence agencies be tapping Trump's phones.  Certainly the wrong place to look for intelligence.,0.0
"For supposedly recovering from brain cancer, this worthless old RINO bastard sure seems to get around.",0.7941176471
"Hillary is a traitor, a liar and a fraud deserving of a fitting reward like standing on a trap door, waiting for it to open. Would be a great day for America.",0.7297297297
"McCain is senile, nuts or both.  I find him a despicable POS.",0.5857142857
How profound and this is what the Left wants as leader of the Free World?,0.0
LEFTY'S are just incapable of understanding that this ' russian' issue is now hurting the last of whats left ( no pun) of the LEFT. OR they dont care and wont stop until they are in jail .,0.1666666667
Poor poor Democrats.  Still grasping at straws and in denial that enough people just didn't want Hillary to be POTUS,0.2
"50% to his Lawyer and 48% back to the CRA,that would be fair in my humble opinion.",0.0
Oh boy junior is really a lot worse than anyone would have given him credit for...........ONE AND DONE JUNIOR,0.0
Loretta Lynch's tin foil hat just got a lot tighter. Somebody's going to jail !  Adios amigo.,0.5
Wouldn't it be nice if this comments program had a button to help these so called writers with thier grammer and puncuation? They might learn a thing or two about writing from the folks who read thier crap.,0.6
"The Conservatives: the law and order party, unless it's laws they want to ignore in which case they don't think there should be consequences.",0.0
Most feminists treat men like crap and then take violent offence if men are ever given praise.,0.625
"These actions will throw the Alaska economy into immediate recession.  Retailers, wholesalers, healthcare, home improvement,  recreation, small business, have just received notice that there will be six hundred thousand consumers spending $1 thousand dollars each less, this upcoming fall season.  The private sector has been dealt sudden shock and awe.",0.0
"Convict based on allegations; closed door hearings; police political speech.... yeah, that sounds like a Democrat.",0.1666666667
I wonder if Mr. Studley Hungwell's next of kin will sue now....,0.0
"different truths = lies.  For the progressives, that means the media is lying through their teeth all the time.",0.1666666667
"Everyone is entitled to moments of stupidity, but Hillary consistently abuses the privilege!",0.7619047619
"Time to die, John. You're irrelevant, past your expiration date, senile and stupid. Please stop using perfectly good air. You're not in a position to commit to anything, except yourself into the Rubber Room Nursing Hospice Clinic; please do so today.",0.75
"In other words, it's okay to be biased, because these are exceptional circumstances.  Say goodbye to your credibility journalists. The people will never trust you again.",0.0
"Arrogant, Naiive, ignorant and haughty, whilst balancing a silver spoon in his mouth. What a talent.",0.7457627119
May we readers have a different kind of reporting to take on the malignant MSM?,0.0
"Scrambling to save what's left of your credibility there, Chris?",0.0
I wonder what Walker will do after his first term? He won't be Governor anymore and no oil company or oil field service company will hire him. Maybe he can go back on the City of Valdez's payroll.,0.0
"Way to argue ignoring the fact's,  by statements devoid of facts.  Oh how the mighty have fallen Mr. Bernstein.  Ever wonder why Mr. Woodward is respected and you're rejected?  Stop looking in the mirror for your quotes....that's my job.",0.2
G&M - That is a lot of words to say that Trudeau was not invited. Please respect your readers time.,0.0
"makes up the rules as he goes, when do we say no ? when's enough is enough ?",0.0
They all ought to go back to Afreaka for a taste of humble pie.  Blacks are utter failures.  See Africa.  54 failed countries all on blacks!  Thinking is their real problem.  Lowest IQ of all humans.  Failed as a race.,0.8886693017
"In her mind only purveyors of propaganda she approves of should be allowed, like CNN et al.  Not that others spread propaganda, but she considers anything that goes against the Prvada of the left, to be under Russian control.  She's crazy!",0.8333333333
He went overseas and fought for the enemy. His reward for being release should be being allowed to live as long as he can until his neighbors string his traitor ass up from a light-post.  Screw him and screw Trudeau for rewarding this treasonous POS.,0.7
"This is an alert to law enforcement. This is the type of guy that can go crazy and use an AK47, don't say no one had a clue.",0.0
There are 3500 dead from September  11 who are rolling over in their graves...,0.0
"I bet she uses poppers, like all the lesbians do",0.675
"I see the raving looney crowd is making a big deal of this.  Trudeau is doing the right thing if the Canadian public is not interested in this issue. He can always bring it up again.  Meanwhile, it is the economy, stupid.",0.8253968254
"God, how much better would this country be if these clowns did turn off the TV and go outside.",0.6
I think the editors should Google persecuted before using it.  There is a big difference between calling people out for their ignorance and persecuting them.,0.8
Too late. Damage has been done. Few are buying it. We see what the NFL has become.  Denver's action is nothing more than damage control.,0.0
"Right, the orbital math we use to keep track of all the satellites orbiting earth is based on a flat earth . . . hahahahaha.  Looney Tunes.",0.0
"“There’s been systematic dispossession of Indigenous peoples of their lands, territories and resources starting with him,” Mr. Diablo said..... Really, all starting with John A MacDonald - who knew.......",0.1666666667
"Fools will believe the campaign rhetoric, only big fools will practice it.  Epitaph of D. J. Trump, President of USA",0.7
"Get a cruise ship, and take me to the edge. If you can do that, I'll believe the shit out of this. Until then, knock it off and find a hobby.",0.7866666667
Justin Trudeau says he uses cash-for-access fundraisers to champion the middle class  And if monkeys had wings they'd fly out his butt.,0.0
Doesn't Bernstein know that Obama is no longer president?,0.0
"Sour grape witch hunt, to be precise.",0.2
All he's good at is taking publicity photos and acting like some sort of super star. Too bad he's a horrible Prime Minister.,0.5
"We wouldn't go to an NFL game unless they PAID US what they pay the ungrateful, worthless baboons.",0.4558823529
Yeah .   I'm sure a bag was never .....ever opened to oggle a nice set of boobs.  Give me a break.,0.7160493827
Trudeau is the one causing the problems. He isn't even very good at deflecting.,0.2
"Just like the Palestinian Authority, Canada's Liberals are rewarding terrorists...... sick world!",0.6315789474
"Mr Harper, no deal is better than a bad deal.  No wonder your name is still mud.  Just stay in America with your Republican brothers.  You didn't really fit in here.",0.0
The payment will cost Trudeau the next election .,0.0
Did deranged Regressives actually BELIEVE their hilarious tinfoil hat conspiracy theories?,0.4
"They have gotten a black eye for trying to remove the second amendment, so are now on to removing the first.",0.1111111111
Democrats are very much for free speech....as long as it supports THEIR agenda.,0.0
Congratulations to Omar Khadr and his lawyers on their victory. Justice finally for a child soldier who was subject to torture and the malevolent use of state power.,0.0
"Liberals have a real problem with the Constitution, and that pesky First Amendment.  it always gets in the way.  But freedom never was their strong suit: their modus operandi is more Orwellian: with ...a boot, stamping on your head, forever.  Totalitarians all.",0.1
"KidPM Justin has no ethics, scruples or conscience.",0.6
"Evidently, the Liberal party and their cats paws are in full damage control.  What a pathetic opinion piece. Have more pride....",0.6875
Oink oink oink.  Nothing to see here - except the ordinary corruption of the Liberal Party.  Disgusting.,0.7464788732
Such a persistent and perpetual blight on the image of the nation- -  woefully unprepared for his office and a shameful reflection of  Canada and Canadians- -  I've taken telling my American friends and neighbors that I am currently working for and within the Islamic State- -   It's less embarrassing,0.3
Good.  Boycott NFL until it dies.  Keeping politics out of entertainment used to be the general rule.  If NFL is seriously hurt then maybe entertainers might think twice before they start preaching to us.,0.5
"Unethical Trudeau will brush this off just like he did the same with Morneau and his cash-for access parties. Butts is doing a great job, as Trudeau and Wynne are proving to be corrupt Liberals.",0.4
I want to see Jihad Jusitn stand in the house and issue a formal apology to Ommie. That should then be the end of the Liberal Party of Canada forever. What a disgraceful traitor Trudeau and his buddies are. But their time is coming. Common 2019.,0.8
Notice he types that crap out with his little hands on his little device but he won't say it to anyone's face.  Little man.  Tiny little man.,0.6615384615
"Trudeau, you terrorist sympathizer....",0.6885245902
"Looks like 90% of americans are utterly useless and deserve to die.  Seriously, never been camping without electronics? Ever? Never done survival for 2 weeks innawoods? It's not hard, I, for one, welcome a NK EMP, because while only 10% will live we will be 100% white.",0.8
".  Without seeing the intelligence, Trump dismissed the findings   -  The whole world now wants to know:  What does Putin have on Trump?  Trump has now assumed the position of Putin's lapdog.  Poodle or chihuahua?  .",0.5
Oh please no. Just what we need - another tyrannical pipsqueak who thinks he knows it all. Let's let the damage Trump will do sink in for a few years before we repeat the same mistakes.,0.7
Obviously a bunch of new folks are posting. Sorta like anti-vaxxers who show up in droves. Silly and sad.,0.5802469136
"Typical of a hard-left Democrat to try to prosecute and persecute any news source that doesn't brown-nose the DNC, its candidates and its agenda.",0.2
"This coming from one of the elites, classic!",0.0
Sophie Antoinette likes private islands,0.0
nah. no political motive there. the guy just REALLY dislikes lawn mowers. . another leftist thug that needs to be put down.,0.7
"Go back to high school.  Oh wait, they probably won't take you.  This is the party ready to take over government in 2019?",0.0
This has to be a joke! A very bad joke. I believe Democrats have and insanity gene.,0.5142857143
Overpraising dads? To become a dad one literally just has to put their penis in a vagina. That's it. It requires no special skills or abiliities at all. I don't know anyone who has ever treated a man with praise for that accomplishment.,0.75
A kick in the teeth to every wounded Canadian vet. Disgraceful. Absolutely disgraceful.,0.6285714286
Absolutely everything the left touches . . . turns to shit.  Left-wingers are collectively losing their minds.,0.803030303
fight back  sign the WHITEHOUSE.GOV PETITION TO REVOKE ALL NFL FEDERAL TRADEMARKS.  https://petitions.whitehouse.gov/petition/president-should-use-administrative-authority-decertify-revoke-all-federal-trademarks-nfl-possesses,0.0
"Well, the blatent censorship was getting a little unseemly, so the Globe had to come up with a more clever way to promote the views it likes vs. the views so many of its readers have.   I applaud the creativity.",0.0
"There is a re-make of 'The Manchurian Candidate' in the works, although under a different title, it will focus on songbird mccains years at the hanoi hilton, most in solitary confinement",0.0
Love this accurate article but the comments? Crazy! Anti American b.s.,0.6
To hell with the Hollywood filth as well.,0.6428571429
Typical communist/terrorist loving trudeau!  Apologize and pay money to an islamic terrorist that took up arms against the West!,0.7
Bet he was so excited to move to Alaska where you can just shoot stuff in your neighborhood.,0.0
This country is so messed up. You just have to look a peoples priorities.  The govt is cutting increases for healthcare from 6%/Yr to 3% which will cause a long term crisis throughout the entire country= IMPORTANT issue. Trudeau's vacation = Who gives a hoot!!,0.0
He has always been vindictive. His government was the same. (we won't take no for an answer; not inviting Garneau to the opening of the Canadarm exhibit; nothing on 30th anniversary of the patriation of the Constitution and the Charter; silencing scientist; etc.) Still glad he's out!,0.0
Who gives a s___t - let the women protest !  Let them wear their silly pink hats,0.6857142857
Thank god for these types liberals. They are so far out of touch with reality. They destroy their own party with their own ignorance.,0.5
"Hey Shaista, Brexit is all about keeping Muslims out of Britain. Hey Shaista, the middle east is all about Muslims hating other Muslims, Muslims hating non Muslims, let's keep it there.",0.8
Some things should be mercilessly mocked and shamed.,0.6
quack quack quack...i wont believe he is gone until we see the corpse...he is pathetic..,0.7666666667
"OK...Canada, you're up! Good effin luck.....",0.0
"Clear cut ethics violation. The $50,000 PET statue is icing on the ugly cake. Return the money Justin, or lose more credibility.",0.5
why isn't John McCain dead yet?,0.4
The headline truly makes the Conservatives look like donkeys.,0.6428571429
"The Left, the Democrats and their lackys, the media, are doing all they can dream up to undermine the President and divide the country.   The people are not dumb;  the Democrats will be buried in the 2018 and the 2020 elections.  Their actions are treasonous.   GOD Save The Republic",0.8
dont like bieng called out for shtty reporting go after obama hillary and comey then talk to me.,0.1666666667
"The Queen,s Park Liberals that moved to Ottawa know that their voting  base doesn,t care about deficits,they,ve only managed to save money in the federal budget  by billions thru lower interest payments on debt.",0.0
What a stupid comment from a Prime Minister of Canada:  this clearly shows that  he isn't ready.   He never was.,0.8846153846
This man is disgusting...he has milked his military service for 30 years and lived off the gov teat...retire and just pass away in peace.  He has never gotten over getting a$$ kicked by obama,0.6666666667
Actually if she were a man she would be climate change Ken..,0.0
Democrats haven't hated Republicans this much since we took their slaves away.,0.0
"Just when you thought these stupid investigations could not get any loonier, you read this!  Is this what we pay our taxes for????",0.7142857143
"Even worse, on radio they are mixing pre-recorded 'crowd noise' into live broadcasts.... the stadium has maybe 15-20,000 people, but the NFL tries to make it sound like 90,000.  I  noticed this while scanning the dial looking for something -other- than an NFL game.",0.0
mark vargas you sir are a MORON. will never read you again,0.6153846154
"So, with today's technology and the ability to PROVE themselves right, they decide to set up a gofundme for billboards?? Not a space flight, billboards. What a bunch of dingbats...",0.5
"Look out, Roberta Bondar.... school names are no place to celebrate your white privilege!  Chris Hadfield.... male.... disgusting! Mother Theresa... Christian... OMFG!!!! EEK!!!  (Terry Fox, rest easy... thankfully you were Metis)",0.7142857143
"Lets call you what you realy are, a blind idiot of a outdated colonial agenda,this only maintains the status-quo in the middle east, and you will only get massively more conflicts , YOU,RE NOT GETTING IT! WE<RE THE PAWNS",0.8064516129
This guy shot the dog because he wanted to shoot a dog. He's another lawyer who thinks the law is for suckers. Just what we need in Alaska....another one of these guys.,0.5733333333
Trump threw his White billionaire NFL buddies under the bus in his ongoing effort to widen the racial divide. It may sound crazy but it turns out you can't own people of color in 2017. The NFL is older than that song by eleven years.,0.3
"We can see what the government has in mind by the kind of censorship going on right here, right now.",0.0
Riiiiiiigt Bernie... The POTUS is the malignancy. Go away you has been.,0.5
"The NFL has become even more disgusting than it was before all the insane protesting started.  The thug-factor has long been present in both the NFL and the NBA, and for that reason, I've not watched either for decades.  Americans need to eschew the dirt, and start reading good books!",0.6
"Now if they'd purge the people who blatantly defraud the fund, they'd get some money put back in there. I'm sure that's not exactly chump change.",0.1666666667
I guess Bernstein hasn't kept up with all the media lies and attacks on Trump.  Another typical Leftist hater who wants to bring about the destruction of America. MAGA.,0.5
Only malignancy are the media and Democrats.,0.6
"Ah yes, yet more evidence of  eternally systemic misogynistic hate from the ONLY political party in Canada that has ever...  ... um, propelled a woman to the position of Prime Minister...",0.2
"I just googled the Khadr family, he and they don't deserve the time of day from our country. He's lucky to be back here walking around, they all are.",0.0
Imagine her fat toosh bending over in front of you🤣🤣🤣,0.4459459459
"Funny how all the acts of terrorism and atrocities committed in the west by Muslims (9/11, London bombings, Brussels, Paris, terror in Germany at Christmas etc.,) are not hate, but the simple act of a country exercising its inherent RIGHT to sovereignty over its borders is supposedly hate. Whatever.....",0.4
Disgusting.  Trudeau is turning out to be a complete sham.,0.7857142857
"With respect, China today has very different values than Canada.",0.0
"No,  Bernstein.  What you and your lyin' ilk are in the midst of is; a Restoration.  MAGA!",0.2
From coast to coast your elected officials on the take and pay to play is of the domain of offshore tax evaders.Welcome to Canada.Citizens can't afford a 1500 dollar plate and it's designed to keep the voter out.,0.0
Only thing malignant is the media and in some cases so malignant they ought to have their license pulled.,0.1
"This is what we get, Canada, for electing a Liberal government led by an air-headed fool.  Let's not do it again!",0.8333333333
"Perhaps all the parties involved in this mess - US agencies, Cdn. agencies, and intransigent politicians with an ax to grind could be invited to contribute to the final cost of flaunting the law.",0.0
Disrupt to me means violence.,0.0
Eat a big fat fatty stupid leftards...,0.9821428571
"I thought that political talks from the church endangered its tax-free status.*  This dope is not only endangering the church's tax-free status, but the collection plate as well.  *Oh, but I guess that only applies when liberals are criticized.",0.1666666667
"What is happening? Power is being taken away from the billionaire oligarchy and their little bum boy, Bernstein, is sent out to lie to the chumps.",0.7
More Democrats/Socialists attempting to stop free speech.,0.0
"Maybe it's time for the West to separate from these out of touch with reality, 1 percenters in their eastern ivory towers!",0.0
"I thought a fresh batch of trolls.  Probably from Church Militant. Same crowd historically that favored slavery, lynched, segregated, slaughtered natives. Onward Christian Soldiers, again; battle ready.",0.3
"Go away McCain, you're an idiot.",0.9545454545
horrible human... terrible loser.................. pure socialist...............................,0.8571428571
I would recommend holding BOTH nostrils shut while in the presence of Mrs. Clinton.,0.6
"Why does the saying No matter how hard I try, I just cant fix stupid seem so applicable to this story?",0.4
"Uh huh, uh huh, uh huh, of yeh! You betcha! I buy that. Who couldn't believe it from such a good looking fellow, with fancy hair?   Move along, nothing to see here, go about your business (until the next time)!",0.0
He is a rich piece of shit.,0.9811320755
My only fear is that this Village Idiot (McCain) might actually say something right down the road.,0.5466666667
Oh great ... A total jerk as PC leader.  What could possibly go wrong?  Stick with your we Americans friends. You don't have a clue about Canada - or even like it - do you?  God's save us from money grubbing malignant narcissists!,0.8333333333
"Bernstein is a has-been Loser trying desperately to get his name in Lights again. Go home Carl, find a good Nursing Home and take Hillary and McCain with you.",0.4
He is a crooked bum. ▀▀▀▀▀▀▀▀▀▀▀,0.8196721311
MOST OF THE MEN WHO ARE IN THAT CULT ARE PEDOPHILES ITS A PEDOPHILE RING..FBI SHOULD BE WATCHING FLAT EARTHERS 24/7....THEY ARE ABUSING CHILDREN,0.7142857143
'There’s no doubt men – and dads in particular – have gotten better in recent years'.    How does this garbage pass by an editor without a big spike being jabbed through it?,0.7
"Carl, why do you insist on trying to incite people? You're like the guy who yells FIRE in a crowded theater. You have had your 15 minutes. It's over now, Carl. Please go away!",0.1666666667
One would hope the police will be interviewing the seemingly mentally disturbed people posting death threats on facebook. All over a dog shooting of a dog with a proven record of violence. Extremely ignorant and stupid.,0.8928571429
Cold Civil War? Bernstein sounds like a moron trying invent an oxymoron.,0.8524590164
"Justin  and the  Liberals seem to have no idea of the need and influence of oil on the economy of Canada.They could pump low emission technology instead getting rid of oil. Rich unqualified heirs who never paid their way have no clue about life,  the middle class or poor.",0.0
"Ms McKenna, perhaps you should apologize for blurting out that's just stupid to Erin O'Toole on CTV's Question Period wrt his comments on NAFTA negotiations. I was shocked you would treat a man that way, and it became abundantly clear why your most substantive legal experience was offering pro-bono services.",0.7
Just give the racist Trump some meaningless compliment and then you can get him to go along with any idea that benefits Canada over the US.  Putin uses this technique and is using Trump as an unwitting tool.  Trump is not very bright.,0.6
"When a 3 year old is at risk, I don't blame him at all. He should have called APD right away. But it is the owners fault.",0.0
"I hope this guy, the shooter dies soon, I don't care if it's from a bullet or a car accident, I just hope he dies soon, I wish him nothing but ill will.",0.640625
"The idea of a dog being shot breaks my heart, but invisible fences should never be used to restrain dogs that exhibit aggressive behavior.",0.0
"If you look up Justin Trudeau on Yahoo (instead go Google), the first listing is :   Support Justin Trudeau - Donate to the Liberal Party go.liberal.ca/contributeAd Can we count on you? Donate today and receive up to 75% back at tax time.",0.0
"it had nothing to do with the russians, american people could not stand Clinton. She was the worse candidate the democrats could have chosen. In addition americans have had it with Obama and his bullshit and they had no desire to continue on with it.",0.675
Khadr has never been found guilty by any valid court.,0.0
"Instead of uniting around Trump, we need a law that prevents him having the ability to launch a nuclear strike unless we have been attacked with a nuclear weapon or Congress approves it.  He is too sick to have unrestricted access to the nuclear football.",0.4
"I am not going to call anyone stupid or idiotic but.........hahahahahahahahaha!!!!!!!!!! DP where do you find this stuff, unbelievable.",0.7692307692
Who says you can't take it with you? They should have put a blue ribbon on it and taken selfies. :),0.0
Bernstein is worried that he has become irrelevant and the status quo Republican Leadership is worried about their jobs and any leaders in the military and intelligence community that do not support their Constitutionally elected Commander-in-Chief should resign immediately.,0.0
Cankles...ever the habitual liar. Thank GOD she LOST!,0.5945945946
"So if the elected President of the United States of America is a malignancy according to fake Jew (Revelation 2:9 & 3:9) Bernstein, then we, the electorate, are carcinogenic, no? Any guess as to what Bernstein's Final Solution to this problem might be?  Hmmmm.",0.0
Anyone who votes for the GOP should see a psychiatrist.,0.6
"You guys gotta remember, your have no right to free speech..  Only the progressives have that.  The are covered for hate speech cause nothing they say can be hate speech, but you better watch it.  The constitution works for them not you.  So shut up.    Don't buck your betters.",0.1666666667
Let the NFL die. It's what it deserves.,0.6
the books will balance themselves. Indian youth need more canoe storage places... Justin. Unless Justin is scripted in some way he is a loose cannon of nonsense.,0.4
Bernstine is trying to relive his 20 minutes of fame he got for reporting on Nixon. What we have is a obtuse politically polarized media he should not be so big a fool not to realize it for what it truly is.,0.6
"I get the sense, that someone has decided to ride on the coattails of Mr. Trump!",0.6
Canadian women should be more afraid of Trudeau's secret plan to approve Sharia Law to placate his new immigrant base LOL.,0.0
"Wow, talk about drinking the koolaid.  Unite around this clown show?  The same clown who insulted John McCain for time spent in the Hanoi Hilton?  You must be kidding, or high, or mentally deranged.",0.7105263158
Calling Madeline Albright....you're a dumb arse...,0.9193548387
this guy is nuts,0.8901384083
"This Ann Ravel person is an un-American Leftist and Anti-Freedom Extremist. She wants to Ban anything that doesn't agree with the neo-commie democrats party line. If anyone deserves to be rounded up in the middle of the night and shipped off to North Korea, it's HER.",0.0
What cowards. Thy saw the endorsements being pulled and now their protest isn't so important.  Thy sold their integrity for the money.,0.6
Only one conclusion  Our PM is being bought by the Chinese corrupt machinery,0.2
"Mean, spiteful, liars, power abusers, willing to pervert justice for political power---all those traits Nixon is accused of having are now resident in the Democrat Party and leftwing journalists. Carl, YOU are Nixon. YOU are despicable.",0.7049180328
"Canadians are not Americans. Canada is a much more civilized country. This woman, an opportunistic wolf in snake's clothing, should leave Canada and take up American citizenship. Bye! Bye!",0.5405405405
Remove the names from all schools and call them by number such as PS#3. Better yet tear them all down as they (and your house) were built on aboriginal lands.,0.0
".  Ottawa to offer Omar Khadr apology, compensation package   Well it took some time..........but better late then never. Justice done.   About time. .",0.0
Does anybody actually buy this crap? I don't like Kim anymore than the next guy but at least make the propaganda believable.,0.75
The voter will not forget this outrage.,0.0
Hopefully the money will go to Speer's family... There is no parallel whatsoever with Majar Arar's case.,0.0
"How long will this washed up journalist keep falling back on his Watergate cred? What has he done since? Woodward has, at least, went on to write several books and remain relevant. My guess is that Woodward carried the load and Bernstein was just along for the ride.",0.0
Mr. Greed is good - aka The Bald-Headed-Blowhard - as leader of the CPC? Why not? Canadian voters have probably forgotten all about Harper's attitude and barely notice the arrogant ignoramus president-elect to our south. Mr. BHB better get a hairpiece though. 😘,0.5
This Care Bear prime minister needs to go. Now.,0.2
When reporters begin to get Chills running up their legs for Trump and the Russian BS Lies stop... Then perhaps in a few decades someone other than those in the media will trust the media...,0.2
Has President Trump kicked the democrats ass or what?????,0.925
Boo Hoo! It's the malignant liberal news that's the problem. No one believes them anymore. Every time another hack piece like this comes out it's just Oh no here comes some more sour grapes.,0.0
"Scarborough is not a journalist he is a party apparatchik, and frankly so is Bernstein. Always have been, always will be. They do not have your interest in mind unless you are a member of the Democratic Party leadership.",0.0
"If the earth was flat, my cat would have knocked everything off.",0.0
"Like his late dead daddy, JT must be anti-semitic.  He has remained silent to the Montreal guy who says we should punch Zionist Jews in the face.  If he promises to really do it, I would go to Montreal and he can punch me.  Guess I could punch him back.",0.6857142857
One (White) is too STUPID to understand the ramifications...the other(Quasi-Black)  is too STUPID to accept that the 1st WHITE STUPID really is SUPER-STUPID. That about says it all in a NUT-shell! God Save Us All from these STUPID MORONS running not just companies or Countries but RUINING LIVES!,0.9333333333
Fuck you and the orange buffoon,0.921875
Voting reform promises were little more than cheap props: Hébert  Great article by Chantal Hebert in The Star today highlighting Trudeau's hypocrisy.  Time to check out Trudeaumetre.ca again to see how he's doing on his 200+ election promises.,0.5
"Krooked, incompetent, willfully blind to conflicts of interest, without the necessary intelligence to govern anything, and absolutely in love with himself and any gibberish that exists his smiling yap. Justin.",0.8
"Who made Bernstein god???  He hasn't done anything since 1974, so sad!!!",0.0
"Seriously, Ms Raitt? Purposely stirring up anti-Canadian sentiment with disinformation about a complicated case involving Canadian, U.S. and international law is the political equivalent of a puff piece in a magazine in which the PM says nothing negative about Trump or any Canadian political party?",0.0
The right-wing misogynists on here have proven the writer correct.  There are still many cowardly men in Canada who fear strong women.  Pathetic.,0.6805555556
Pretty hypocritical for a guy who recently ranted about the media using secret sources... while he sure as hell doesn't like to provide any himself either....,0.5
Another whackadoodle swamp creature rears its ugly head. Smack it!,0.6625
"I think the Mexican President is an idiot.  He could negotiate a partnership with Trump whereby 50% of the materials and labour for the wall came from Mexico, thereby creating jobs for Mexicans.  He could have turned this into a positive, instead of being a stubborn ass.",0.828125
Where are the Pro-trumps barking & pissing  regarding this? http://www.theglobeandmail.com/news/world/us-politics/trump-cant-dissolve-foundation-during-investigation-new-york-a-g/article33436594/,0.1666666667
